Voltage (V),Ampere (A),Timestamp,Device ID
3.0,0.04,2024-03-01 00:20:00,Lamp
3.0,0.0,2024-03-01 00:25:00,Lamp
3.0,0.04,2024-03-01 00:30:00,Lamp
3.0,0.08,2024-03-01 00:35:00,Lamp
3.0,0.05,2024-03-01 00:40:00,Lamp
3.0,0.0,2024-03-01 00:45:00,Lamp
3.0,0.09,2024-03-01 00:50:00,Lamp
3.0,0.01,2024-03-01 00:55:00,Lamp
3.0,0.08,2024-03-01 01:00:00,Lamp
3.0,0.06,2024-03-01 01:05:00,Lamp
3.0,0.06,2024-03-01 01:10:00,Lamp
3.0,0.07,2024-03-01 01:15:00,Lamp
3.0,0.07,2024-03-01 01:20:00,Lamp
3.0,0.05,2024-03-01 01:25:00,Lamp
3.0,0.02,2024-03-01 01:30:00,Lamp
3.0,0.01,2024-03-01 01:35:00,Lamp
3.0,0.06,2024-03-01 01:40:00,Lamp
3.0,0.05,2024-03-01 01:45:00,Lamp
3.0,0.05,2024-03-01 01:50:00,Lamp
3.0,0.07,2024-03-01 01:55:00,Lamp
3.0,0.01,2024-03-01 02:00:00,Lamp
3.0,0.08,2024-03-01 02:05:00,Lamp
3.0,0.06,2024-03-01 02:10:00,Lamp
3.0,0.05,2024-03-01 02:15:00,Lamp
3.0,0.04,2024-03-01 02:20:00,Lamp
3.0,0.03,2024-03-01 02:25:00,Lamp
3.0,0.01,2024-03-01 02:30:00,Lamp
3.0,0.01,2024-03-01 02:35:00,Lamp
3.0,0.01,2024-03-01 02:40:00,Lamp
3.0,0.04,2024-03-01 02:45:00,Lamp
3.0,0.07,2024-03-01 02:50:00,Lamp
3.0,0.09,2024-03-01 02:55:00,Lamp
3.0,0.1,2024-03-01 03:00:00,Lamp
3.0,0.04,2024-03-01 03:05:00,Lamp
3.0,0.04,2024-03-01 03:10:00,Lamp
3.0,0.03,2024-03-01 03:15:00,Lamp
3.0,0.03,2024-03-01 03:20:00,Lamp
3.0,0.07,2024-03-01 03:25:00,Lamp
3.0,0.05,2024-03-01 03:30:00,Lamp
3.0,0.06,2024-03-01 03:35:00,Lamp
3.0,0.03,2024-03-01 03:40:00,Lamp
3.0,0.04,2024-03-01 03:45:00,Lamp
3.0,0.09,2024-03-01 03:50:00,Lamp
3.0,0.0,2024-03-01 03:55:00,Lamp
3.0,0.04,2024-03-01 04:00:00,Lamp
3.0,0.08,2024-03-01 04:05:00,Lamp
3.0,0.04,2024-03-01 04:10:00,Lamp
3.0,0.04,2024-03-01 04:15:00,Lamp
3.0,0.06,2024-03-01 04:20:00,Lamp
3.0,0.02,2024-03-01 04:25:00,Lamp
3.0,0.08,2024-03-01 04:30:00,Lamp
3.0,0.07,2024-03-01 04:35:00,Lamp
3.0,0.06,2024-03-01 04:40:00,Lamp
3.0,0.06,2024-03-01 04:45:00,Lamp
3.0,0.01,2024-03-01 04:50:00,Lamp
3.0,0.06,2024-03-01 04:55:00,Lamp
3.0,0.09,2024-03-01 05:00:00,Lamp
3.0,0.09,2024-03-01 05:05:00,Lamp
3.0,0.03,2024-03-01 05:10:00,Lamp
3.0,0.08,2024-03-01 05:15:00,Lamp
3.0,0.05,2024-03-01 05:20:00,Lamp
3.0,0.02,2024-03-01 05:25:00,Lamp
3.0,0.01,2024-03-01 05:30:00,Lamp
3.0,0.01,2024-03-01 05:35:00,Lamp
3.0,0.06,2024-03-01 05:40:00,Lamp
3.0,0.06,2024-03-01 05:45:00,Lamp
3.0,0.06,2024-03-01 05:50:00,Lamp
3.0,0.02,2024-03-01 05:55:00,Lamp
3.0,0.01,2024-03-01 06:00:00,Lamp
3.0,0.01,2024-03-01 06:05:00,Lamp
3.0,0.03,2024-03-01 06:10:00,Lamp
3.0,0.06,2024-03-01 06:15:00,Lamp
3.0,0.06,2024-03-01 06:20:00,Lamp
3.0,0.08,2024-03-01 06:25:00,Lamp
3.0,0.02,2024-03-01 06:30:00,Lamp
3.0,0.07,2024-03-01 06:35:00,Lamp
3.0,0.07,2024-03-01 06:40:00,Lamp
3.0,0.07,2024-03-01 06:45:00,Lamp
3.0,0.05,2024-03-01 06:50:00,Lamp
3.0,0.01,2024-03-01 06:55:00,Lamp
3.0,0.08,2024-03-01 07:00:00,Lamp
3.0,0.09,2024-03-01 07:05:00,Lamp
3.0,0.04,2024-03-01 07:10:00,Lamp
3.0,0.02,2024-03-01 07:15:00,Lamp
3.0,0.08,2024-03-01 07:20:00,Lamp
3.0,0.01,2024-03-01 07:25:00,Lamp
3.0,0.02,2024-03-01 07:30:00,Lamp
3.0,0.09,2024-03-01 07:35:00,Lamp
3.0,0.04,2024-03-01 07:40:00,Lamp
3.0,0.07,2024-03-01 07:45:00,Lamp
3.0,0.06,2024-03-01 07:50:00,Lamp
3.0,0.05,2024-03-01 07:55:00,Lamp
3.0,0.08,2024-03-01 08:00:00,Lamp
3.0,0.08,2024-03-01 08:05:00,Lamp
3.0,0.03,2024-03-01 08:10:00,Lamp
3.0,0.01,2024-03-01 08:15:00,Lamp
3.0,0.0,2024-03-01 08:20:00,Lamp
3.0,0.0,2024-03-01 08:25:00,Lamp
3.0,0.04,2024-03-01 08:30:00,Lamp
3.0,0.08,2024-03-01 08:35:00,Lamp
3.0,0.09,2024-03-01 08:40:00,Lamp
3.0,0.08,2024-03-01 08:45:00,Lamp
3.0,0.0,2024-03-01 08:50:00,Lamp
3.0,0.08,2024-03-01 08:55:00,Lamp
3.0,0.01,2024-03-01 09:00:00,Lamp
3.0,0.04,2024-03-01 09:05:00,Lamp
3.0,0.04,2024-03-01 09:10:00,Lamp
3.0,0.03,2024-03-01 09:15:00,Lamp
3.0,0.05,2024-03-01 09:20:00,Lamp
3.0,0.07,2024-03-01 09:25:00,Lamp
3.0,0.01,2024-03-01 09:30:00,Lamp
3.0,0.06,2024-03-01 09:35:00,Lamp
3.0,0.05,2024-03-01 09:40:00,Lamp
3.0,0.03,2024-03-01 09:45:00,Lamp
3.0,0.1,2024-03-01 09:50:00,Lamp
3.0,0.05,2024-03-01 09:55:00,Lamp
3.0,0.07,2024-03-01 10:00:00,Lamp
3.0,0.08,2024-03-01 10:05:00,Lamp
3.0,0.06,2024-03-01 10:10:00,Lamp
3.0,0.07,2024-03-01 10:15:00,Lamp
3.0,0.08,2024-03-01 10:20:00,Lamp
3.0,0.1,2024-03-01 10:25:00,Lamp
3.0,0.04,2024-03-01 10:30:00,Lamp
3.0,0.01,2024-03-01 10:35:00,Lamp
3.0,0.08,2024-03-01 10:40:00,Lamp
3.0,0.07,2024-03-01 10:45:00,Lamp
3.0,0.01,2024-03-01 10:50:00,Lamp
3.0,0.02,2024-03-01 10:55:00,Lamp
3.0,0.03,2024-03-01 11:00:00,Lamp
3.0,0.07,2024-03-01 11:05:00,Lamp
3.0,0.03,2024-03-01 11:10:00,Lamp
3.0,0.09,2024-03-01 11:15:00,Lamp
3.0,0.05,2024-03-01 11:20:00,Lamp
3.0,0.06,2024-03-01 11:25:00,Lamp
3.0,0.09,2024-03-01 11:30:00,Lamp
3.0,0.07,2024-03-01 11:35:00,Lamp
3.0,0.05,2024-03-01 11:40:00,Lamp
3.0,0.0,2024-03-01 11:45:00,Lamp
3.0,0.02,2024-03-01 11:50:00,Lamp
3.0,0.05,2024-03-01 11:55:00,Lamp
3.0,0.05,2024-03-01 12:00:00,Lamp
3.0,0.01,2024-03-01 12:05:00,Lamp
3.0,0.01,2024-03-01 12:10:00,Lamp
3.0,0.06,2024-03-01 12:15:00,Lamp
3.0,0.0,2024-03-01 12:20:00,Lamp
3.0,0.04,2024-03-01 12:25:00,Lamp
3.0,0.0,2024-03-01 12:30:00,Lamp
3.0,0.03,2024-03-01 12:35:00,Lamp
3.0,0.08,2024-03-01 12:40:00,Lamp
3.0,0.08,2024-03-01 12:45:00,Lamp
3.0,0.04,2024-03-01 12:50:00,Lamp
3.0,0.0,2024-03-01 12:55:00,Lamp
3.0,0.03,2024-03-01 13:00:00,Lamp
3.0,0.06,2024-03-01 13:05:00,Lamp
3.0,0.08,2024-03-01 13:10:00,Lamp
3.0,0.06,2024-03-01 13:15:00,Lamp
3.0,0.1,2024-03-01 13:20:00,Lamp
3.0,0.04,2024-03-01 13:25:00,Lamp
3.0,0.03,2024-03-01 13:30:00,Lamp
3.0,0.03,2024-03-01 13:35:00,Lamp
3.0,0.04,2024-03-01 13:40:00,Lamp
3.0,0.06,2024-03-01 13:45:00,Lamp
3.0,0.07,2024-03-01 13:50:00,Lamp
3.0,0.04,2024-03-01 13:55:00,Lamp
3.0,0.1,2024-03-01 14:00:00,Lamp
3.0,0.05,2024-03-01 14:05:00,Lamp
3.0,0.0,2024-03-01 14:10:00,Lamp
3.0,0.08,2024-03-01 14:15:00,Lamp
3.0,0.09,2024-03-01 14:20:00,Lamp
3.0,0.04,2024-03-01 14:25:00,Lamp
3.0,0.01,2024-03-01 14:30:00,Lamp
3.0,0.02,2024-03-01 14:35:00,Lamp
3.0,0.08,2024-03-01 14:40:00,Lamp
3.0,0.08,2024-03-01 14:45:00,Lamp
3.0,0.0,2024-03-01 14:50:00,Lamp
3.0,0.04,2024-03-01 14:55:00,Lamp
3.0,0.04,2024-03-01 15:00:00,Lamp
3.0,0.01,2024-03-01 15:05:00,Lamp
3.0,0.01,2024-03-01 15:10:00,Lamp
3.0,0.01,2024-03-01 15:15:00,Lamp
3.0,0.1,2024-03-01 15:20:00,Lamp
3.0,0.07,2024-03-01 15:25:00,Lamp
3.0,0.02,2024-03-01 15:30:00,Lamp
3.0,0.01,2024-03-01 15:35:00,Lamp
3.0,0.09,2024-03-01 15:40:00,Lamp
3.0,0.09,2024-03-01 15:45:00,Lamp
3.0,0.07,2024-03-01 15:50:00,Lamp
3.0,0.09,2024-03-01 15:55:00,Lamp
3.0,0.0,2024-03-01 16:00:00,Lamp
3.0,0.04,2024-03-01 16:05:00,Lamp
3.0,0.02,2024-03-01 16:10:00,Lamp
3.0,0.03,2024-03-01 16:15:00,Lamp
3.0,0.04,2024-03-01 16:20:00,Lamp
3.0,0.01,2024-03-01 16:25:00,Lamp
3.0,0.06,2024-03-01 16:30:00,Lamp
3.0,0.1,2024-03-01 16:35:00,Lamp
3.0,0.06,2024-03-01 16:40:00,Lamp
3.0,0.09,2024-03-01 16:45:00,Lamp
3.0,0.0,2024-03-01 16:50:00,Lamp
3.0,0.06,2024-03-01 16:55:00,Lamp
3.0,0.02,2024-03-01 17:00:00,Lamp
3.0,0.09,2024-03-01 17:05:00,Lamp
3.0,0.08,2024-03-01 17:10:00,Lamp
3.0,0.01,2024-03-01 17:15:00,Lamp
3.0,0.01,2024-03-01 17:20:00,Lamp
3.0,0.1,2024-03-01 17:25:00,Lamp
3.0,0.08,2024-03-01 17:30:00,Lamp
3.0,0.05,2024-03-01 17:35:00,Lamp
3.0,0.04,2024-03-01 17:40:00,Lamp
3.0,0.02,2024-03-01 17:45:00,Lamp
3.0,0.06,2024-03-01 17:50:00,Lamp
3.0,0.04,2024-03-01 17:55:00,Lamp
3.0,0.06,2024-03-01 18:00:00,Lamp
3.0,0.0,2024-03-01 18:05:00,Lamp
3.0,0.03,2024-03-01 18:10:00,Lamp
3.0,0.06,2024-03-01 18:15:00,Lamp
3.0,0.08,2024-03-01 18:20:00,Lamp
3.0,0.09,2024-03-01 18:25:00,Lamp
3.0,0.04,2024-03-01 18:30:00,Lamp
3.0,0.07,2024-03-01 18:35:00,Lamp
3.0,0.03,2024-03-01 18:40:00,Lamp
3.0,0.01,2024-03-01 18:45:00,Lamp
3.0,0.03,2024-03-01 18:50:00,Lamp
3.0,0.09,2024-03-01 18:55:00,Lamp
3.0,0.05,2024-03-01 19:00:00,Lamp
3.0,0.05,2024-03-01 19:05:00,Lamp
3.0,0.03,2024-03-01 19:10:00,Lamp
3.0,0.01,2024-03-01 19:15:00,Lamp
3.0,0.0,2024-03-01 19:20:00,Lamp
3.0,0.07,2024-03-01 19:25:00,Lamp
3.0,0.1,2024-03-01 19:30:00,Lamp
3.0,0.07,2024-03-01 19:35:00,Lamp
3.0,0.08,2024-03-01 19:40:00,Lamp
3.0,0.0,2024-03-01 19:45:00,Lamp
3.0,0.08,2024-03-01 19:50:00,Lamp
3.0,0.09,2024-03-01 19:55:00,Lamp
3.0,0.07,2024-03-01 20:00:00,Lamp
3.0,0.02,2024-03-01 20:05:00,Lamp
3.0,0.01,2024-03-01 20:10:00,Lamp
3.0,0.02,2024-03-01 20:15:00,Lamp
3.0,0.04,2024-03-01 20:20:00,Lamp
3.0,0.07,2024-03-01 20:25:00,Lamp
3.0,0.0,2024-03-01 20:30:00,Lamp
3.0,0.07,2024-03-01 20:35:00,Lamp
3.0,0.08,2024-03-01 20:40:00,Lamp
3.0,0.05,2024-03-01 20:45:00,Lamp
3.0,0.06,2024-03-01 20:50:00,Lamp
3.0,0.1,2024-03-01 20:55:00,Lamp
3.0,0.03,2024-03-01 21:00:00,Lamp
3.0,0.08,2024-03-01 21:05:00,Lamp
3.0,0.07,2024-03-01 21:10:00,Lamp
3.0,0.09,2024-03-01 21:15:00,Lamp
3.0,0.04,2024-03-01 21:20:00,Lamp
3.0,0.09,2024-03-01 21:25:00,Lamp
3.0,0.1,2024-03-01 21:30:00,Lamp
3.0,0.08,2024-03-01 21:35:00,Lamp
3.0,0.05,2024-03-01 21:40:00,Lamp
3.0,0.05,2024-03-01 21:45:00,Lamp
3.0,0.09,2024-03-01 21:50:00,Lamp
3.0,0.09,2024-03-01 21:55:00,Lamp
3.0,0.05,2024-03-01 22:00:00,Lamp
3.0,0.07,2024-03-01 22:05:00,Lamp
3.0,0.08,2024-03-01 22:10:00,Lamp
3.0,0.06,2024-03-01 22:15:00,Lamp
3.0,0.02,2024-03-01 22:20:00,Lamp
3.0,0.08,2024-03-01 22:25:00,Lamp
3.0,0.09,2024-03-01 22:30:00,Lamp
3.0,0.01,2024-03-01 22:35:00,Lamp
3.0,0.05,2024-03-01 22:40:00,Lamp
3.0,0.1,2024-03-01 22:45:00,Lamp
3.0,0.05,2024-03-01 22:50:00,Lamp
3.0,0.09,2024-03-01 22:55:00,Lamp
3.0,0.07,2024-03-01 23:00:00,Lamp
3.0,0.02,2024-03-01 23:05:00,Lamp
3.0,0.01,2024-03-01 23:10:00,Lamp
3.0,0.08,2024-03-01 23:15:00,Lamp
3.0,0.07,2024-03-01 23:20:00,Lamp
3.0,0.03,2024-03-01 23:25:00,Lamp
3.0,0.03,2024-03-01 23:30:00,Lamp
3.0,0.06,2024-03-01 23:35:00,Lamp
3.0,0.04,2024-03-01 23:40:00,Lamp
3.0,0.09,2024-03-01 23:45:00,Lamp
3.0,0.02,2024-03-01 23:50:00,Lamp
3.0,0.04,2024-03-01 23:55:00,Lamp
12.0,1.98,2024-03-01 00:00:00,PC
12.0,1.36,2024-03-01 00:05:00,PC
12.0,0.11,2024-03-01 00:10:00,PC
12.0,0.62,2024-03-01 00:15:00,PC
12.0,1.45,2024-03-01 00:20:00,PC
12.0,0.28,2024-03-01 00:25:00,PC
12.0,0.05,2024-03-01 00:30:00,PC
12.0,0.88,2024-03-01 00:35:00,PC
12.0,0.72,2024-03-01 00:40:00,PC
12.0,1.1,2024-03-01 00:45:00,PC
12.0,0.2,2024-03-01 00:50:00,PC
12.0,1.64,2024-03-01 00:55:00,PC
12.0,0.82,2024-03-01 01:00:00,PC
12.0,1.8,2024-03-01 01:05:00,PC
12.0,1.83,2024-03-01 01:10:00,PC
12.0,1.3,2024-03-01 01:15:00,PC
12.0,0.48,2024-03-01 01:20:00,PC
12.0,1.01,2024-03-01 01:25:00,PC
12.0,0.38,2024-03-01 01:30:00,PC
12.0,0.59,2024-03-01 01:35:00,PC
12.0,0.45,2024-03-01 01:40:00,PC
12.0,1.98,2024-03-01 01:45:00,PC
12.0,0.32,2024-03-01 01:50:00,PC
12.0,0.13,2024-03-01 01:55:00,PC
12.0,1.78,2024-03-01 02:00:00,PC
12.0,0.15,2024-03-01 02:05:00,PC
12.0,0.79,2024-03-01 02:10:00,PC
12.0,1.05,2024-03-01 02:15:00,PC
12.0,1.01,2024-03-01 02:20:00,PC
12.0,1.32,2024-03-01 02:25:00,PC
12.0,0.2,2024-03-01 02:30:00,PC
12.0,1.27,2024-03-01 02:35:00,PC
12.0,1.37,2024-03-01 02:40:00,PC
12.0,0.16,2024-03-01 02:45:00,PC
12.0,1.16,2024-03-01 02:50:00,PC
12.0,1.87,2024-03-01 02:55:00,PC
12.0,0.59,2024-03-01 03:00:00,PC
12.0,1.27,2024-03-01 03:05:00,PC
12.0,1.75,2024-03-01 03:10:00,PC
12.0,1.12,2024-03-01 03:15:00,PC
12.0,1.95,2024-03-01 03:20:00,PC
12.0,1.29,2024-03-01 03:25:00,PC
12.0,0.41,2024-03-01 03:30:00,PC
12.0,0.39,2024-03-01 03:35:00,PC
12.0,1.93,2024-03-01 03:40:00,PC
12.0,0.63,2024-03-01 03:45:00,PC
12.0,0.37,2024-03-01 03:50:00,PC
12.0,0.83,2024-03-01 03:55:00,PC
12.0,1.6,2024-03-01 04:00:00,PC
12.0,1.42,2024-03-01 04:05:00,PC
12.0,0.87,2024-03-01 04:10:00,PC
12.0,0.48,2024-03-01 04:15:00,PC
12.0,1.36,2024-03-01 04:20:00,PC
12.0,1.18,2024-03-01 04:25:00,PC
12.0,0.04,2024-03-01 04:30:00,PC
12.0,0.53,2024-03-01 04:35:00,PC
12.0,0.51,2024-03-01 04:40:00,PC
12.0,0.48,2024-03-01 04:45:00,PC
12.0,0.75,2024-03-01 04:50:00,PC
12.0,1.74,2024-03-01 04:55:00,PC
12.0,1.65,2024-03-01 05:00:00,PC
12.0,0.48,2024-03-01 05:05:00,PC
12.0,0.17,2024-03-01 05:10:00,PC
12.0,0.8,2024-03-01 05:15:00,PC
12.0,1.11,2024-03-01 05:20:00,PC
12.0,1.43,2024-03-01 05:25:00,PC
12.0,1.38,2024-03-01 05:30:00,PC
12.0,0.8,2024-03-01 05:35:00,PC
12.0,0.4,2024-03-01 05:40:00,PC
12.0,1.94,2024-03-01 05:45:00,PC
12.0,0.41,2024-03-01 05:50:00,PC
12.0,1.52,2024-03-01 05:55:00,PC
12.0,0.38,2024-03-01 06:00:00,PC
12.0,0.92,2024-03-01 06:05:00,PC
12.0,1.97,2024-03-01 06:10:00,PC
12.0,0.28,2024-03-01 06:15:00,PC
12.0,0.48,2024-03-01 06:20:00,PC
12.0,0.1,2024-03-01 06:25:00,PC
12.0,0.58,2024-03-01 06:30:00,PC
12.0,0.91,2024-03-01 06:35:00,PC
12.0,0.7,2024-03-01 06:40:00,PC
12.0,0.42,2024-03-01 06:45:00,PC
12.0,0.03,2024-03-01 06:50:00,PC
12.0,1.59,2024-03-01 06:55:00,PC
12.0,1.08,2024-03-01 07:00:00,PC
12.0,1.56,2024-03-01 07:05:00,PC
12.0,0.45,2024-03-01 07:10:00,PC
12.0,0.81,2024-03-01 07:15:00,PC
12.0,0.77,2024-03-01 07:20:00,PC
12.0,0.19,2024-03-01 07:25:00,PC
12.0,0.37,2024-03-01 07:30:00,PC
12.0,1.81,2024-03-01 07:35:00,PC
12.0,0.42,2024-03-01 07:40:00,PC
12.0,0.82,2024-03-01 07:45:00,PC
12.0,0.04,2024-03-01 07:50:00,PC
12.0,0.21,2024-03-01 07:55:00,PC
12.0,0.6,2024-03-01 08:00:00,PC
12.0,0.09,2024-03-01 08:05:00,PC
12.0,1.8,2024-03-01 08:10:00,PC
12.0,0.26,2024-03-01 08:15:00,PC
12.0,0.48,2024-03-01 08:20:00,PC
12.0,0.04,2024-03-01 08:25:00,PC
12.0,1.55,2024-03-01 08:30:00,PC
12.0,0.42,2024-03-01 08:35:00,PC
12.0,0.9,2024-03-01 08:40:00,PC
12.0,1.55,2024-03-01 08:45:00,PC
12.0,1.81,2024-03-01 08:50:00,PC
12.0,1.26,2024-03-01 08:55:00,PC
12.0,0.81,2024-03-01 09:00:00,PC
12.0,1.09,2024-03-01 09:05:00,PC
12.0,1.05,2024-03-01 09:10:00,PC
12.0,0.52,2024-03-01 09:15:00,PC
12.0,1.26,2024-03-01 09:20:00,PC
12.0,1.32,2024-03-01 09:25:00,PC
12.0,0.46,2024-03-01 09:30:00,PC
12.0,0.63,2024-03-01 09:35:00,PC
12.0,0.87,2024-03-01 09:40:00,PC
12.0,1.61,2024-03-01 09:45:00,PC
12.0,1.98,2024-03-01 09:50:00,PC
12.0,0.09,2024-03-01 09:55:00,PC
12.0,0.37,2024-03-01 10:00:00,PC
12.0,1.9,2024-03-01 10:05:00,PC
12.0,1.72,2024-03-01 10:10:00,PC
12.0,0.3,2024-03-01 10:15:00,PC
12.0,0.0,2024-03-01 10:20:00,PC
12.0,0.73,2024-03-01 10:25:00,PC
12.0,1.34,2024-03-01 10:30:00,PC
12.0,0.26,2024-03-01 10:35:00,PC
12.0,0.38,2024-03-01 10:40:00,PC
12.0,1.05,2024-03-01 10:45:00,PC
12.0,1.64,2024-03-01 10:50:00,PC
12.0,1.36,2024-03-01 10:55:00,PC
12.0,0.22,2024-03-01 11:00:00,PC
12.0,1.85,2024-03-01 11:05:00,PC
12.0,1.08,2024-03-01 11:10:00,PC
12.0,0.65,2024-03-01 11:15:00,PC
12.0,0.7,2024-03-01 11:20:00,PC
12.0,1.39,2024-03-01 11:25:00,PC
12.0,0.14,2024-03-01 11:30:00,PC
12.0,1.41,2024-03-01 11:35:00,PC
12.0,1.17,2024-03-01 11:40:00,PC
12.0,1.1,2024-03-01 11:45:00,PC
12.0,1.76,2024-03-01 11:50:00,PC
12.0,1.08,2024-03-01 11:55:00,PC
12.0,0.74,2024-03-01 12:00:00,PC
12.0,1.65,2024-03-01 12:05:00,PC
12.0,1.21,2024-03-01 12:10:00,PC
12.0,1.32,2024-03-01 12:15:00,PC
12.0,1.9,2024-03-01 12:20:00,PC
12.0,1.77,2024-03-01 12:25:00,PC
12.0,1.99,2024-03-01 12:30:00,PC
12.0,1.9,2024-03-01 12:35:00,PC
12.0,1.59,2024-03-01 12:40:00,PC
12.0,0.6,2024-03-01 12:45:00,PC
12.0,1.2,2024-03-01 12:50:00,PC
12.0,0.62,2024-03-01 12:55:00,PC
12.0,0.51,2024-03-01 13:00:00,PC
12.0,0.5,2024-03-01 13:05:00,PC
12.0,0.6,2024-03-01 13:10:00,PC
12.0,1.07,2024-03-01 13:15:00,PC
12.0,1.14,2024-03-01 13:20:00,PC
12.0,1.64,2024-03-01 13:25:00,PC
12.0,1.08,2024-03-01 13:30:00,PC
12.0,0.79,2024-03-01 13:35:00,PC
12.0,1.22,2024-03-01 13:40:00,PC
12.0,0.98,2024-03-01 13:45:00,PC
12.0,0.23,2024-03-01 13:50:00,PC
12.0,1.17,2024-03-01 13:55:00,PC
12.0,1.43,2024-03-01 14:00:00,PC
12.0,1.12,2024-03-01 14:05:00,PC
12.0,0.67,2024-03-01 14:10:00,PC
12.0,0.94,2024-03-01 14:15:00,PC
12.0,1.87,2024-03-01 14:20:00,PC
12.0,0.67,2024-03-01 14:25:00,PC
12.0,0.65,2024-03-01 14:30:00,PC
12.0,1.38,2024-03-01 14:35:00,PC
12.0,1.7,2024-03-01 14:40:00,PC
12.0,0.37,2024-03-01 14:45:00,PC
12.0,0.05,2024-03-01 14:50:00,PC
12.0,1.5,2024-03-01 14:55:00,PC
12.0,0.06,2024-03-01 15:00:00,PC
12.0,0.39,2024-03-01 15:05:00,PC
12.0,1.14,2024-03-01 15:10:00,PC
12.0,1.79,2024-03-01 15:15:00,PC
12.0,0.99,2024-03-01 15:20:00,PC
12.0,1.86,2024-03-01 15:25:00,PC
12.0,1.32,2024-03-01 15:30:00,PC
12.0,1.8,2024-03-01 15:35:00,PC
12.0,1.82,2024-03-01 15:40:00,PC
12.0,1.48,2024-03-01 15:45:00,PC
12.0,1.95,2024-03-01 15:50:00,PC
12.0,0.52,2024-03-01 15:55:00,PC
12.0,0.76,2024-03-01 16:00:00,PC
12.0,1.1,2024-03-01 16:05:00,PC
12.0,0.18,2024-03-01 16:10:00,PC
12.0,0.31,2024-03-01 16:15:00,PC
12.0,0.8,2024-03-01 16:20:00,PC
12.0,0.26,2024-03-01 16:25:00,PC
12.0,1.15,2024-03-01 16:30:00,PC
12.0,0.58,2024-03-01 16:35:00,PC
12.0,0.82,2024-03-01 16:40:00,PC
12.0,0.1,2024-03-01 16:45:00,PC
12.0,1.74,2024-03-01 16:50:00,PC
12.0,1.68,2024-03-01 16:55:00,PC
12.0,0.27,2024-03-01 17:00:00,PC
12.0,1.41,2024-03-01 17:05:00,PC
12.0,1.95,2024-03-01 17:10:00,PC
12.0,1.85,2024-03-01 17:15:00,PC
12.0,0.56,2024-03-01 17:20:00,PC
12.0,0.17,2024-03-01 17:25:00,PC
12.0,0.57,2024-03-01 17:30:00,PC
12.0,2.0,2024-03-01 17:35:00,PC
12.0,0.28,2024-03-01 17:40:00,PC
12.0,0.22,2024-03-01 17:45:00,PC
12.0,1.6,2024-03-01 17:50:00,PC
12.0,0.75,2024-03-01 17:55:00,PC
12.0,0.59,2024-03-01 18:00:00,PC
12.0,1.63,2024-03-01 18:05:00,PC
12.0,0.19,2024-03-01 18:10:00,PC
12.0,1.84,2024-03-01 18:15:00,PC
12.0,0.01,2024-03-01 18:20:00,PC
12.0,1.34,2024-03-01 18:25:00,PC
12.0,1.12,2024-03-01 18:30:00,PC
12.0,0.4,2024-03-01 18:35:00,PC
12.0,0.28,2024-03-01 18:40:00,PC
12.0,0.92,2024-03-01 18:45:00,PC
12.0,1.11,2024-03-01 18:50:00,PC
12.0,0.94,2024-03-01 18:55:00,PC
12.0,0.56,2024-03-01 19:00:00,PC
12.0,1.47,2024-03-01 19:05:00,PC
12.0,1.75,2024-03-01 19:10:00,PC
12.0,0.84,2024-03-01 19:15:00,PC
12.0,0.44,2024-03-01 19:20:00,PC
12.0,1.58,2024-03-01 19:25:00,PC
12.0,0.8,2024-03-01 19:30:00,PC
12.0,0.94,2024-03-01 19:35:00,PC
12.0,0.7,2024-03-01 19:40:00,PC
12.0,0.12,2024-03-01 19:45:00,PC
12.0,1.47,2024-03-01 19:50:00,PC
12.0,0.39,2024-03-01 19:55:00,PC
12.0,1.1,2024-03-01 20:00:00,PC
12.0,0.17,2024-03-01 20:05:00,PC
12.0,0.78,2024-03-01 20:10:00,PC
12.0,0.93,2024-03-01 20:15:00,PC
12.0,1.35,2024-03-01 20:20:00,PC
12.0,0.83,2024-03-01 20:25:00,PC
12.0,0.37,2024-03-01 20:30:00,PC
12.0,1.54,2024-03-01 20:35:00,PC
12.0,0.35,2024-03-01 20:40:00,PC
12.0,0.08,2024-03-01 20:45:00,PC
12.0,1.81,2024-03-01 20:50:00,PC
12.0,1.73,2024-03-01 20:55:00,PC
12.0,0.04,2024-03-01 21:00:00,PC
12.0,0.1,2024-03-01 21:05:00,PC
12.0,0.68,2024-03-01 21:10:00,PC
12.0,1.41,2024-03-01 21:15:00,PC
12.0,1.44,2024-03-01 21:20:00,PC
12.0,0.86,2024-03-01 21:25:00,PC
12.0,0.07,2024-03-01 21:30:00,PC
12.0,0.07,2024-03-01 21:35:00,PC
12.0,0.21,2024-03-01 21:40:00,PC
12.0,0.35,2024-03-01 21:45:00,PC
12.0,1.05,2024-03-01 21:50:00,PC
12.0,1.65,2024-03-01 21:55:00,PC
12.0,0.56,2024-03-01 22:00:00,PC
12.0,0.08,2024-03-01 22:05:00,PC
12.0,1.57,2024-03-01 22:10:00,PC
12.0,1.9,2024-03-01 22:15:00,PC
12.0,1.23,2024-03-01 22:20:00,PC
12.0,1.83,2024-03-01 22:25:00,PC
12.0,0.27,2024-03-01 22:30:00,PC
12.0,1.55,2024-03-01 22:35:00,PC
12.0,1.1,2024-03-01 22:40:00,PC
12.0,1.19,2024-03-01 22:45:00,PC
